Major.Min.Comp,Minor.Min.Comp1,Minor.Min.Comp2,Appraisal,Mass
BLODITE,GMELINITE,GIBBSITE,12336.52,129.1652
THOMSONITE,TAAFFEITE,SAINFELDITE,12683.89,127.13889999999999
OSUMILITE,OBSIDIAN,GIBBSITE,32826.54,336.1654
KOTTIGITE,CLEAVELANDITE,SAINFELDITE,7172.86,96.8286
CORDYLITE,GMELINITE,CHRYSOBERYL,20200.62,205.8062
BASALT,CHLORITE,STURMANITE,5007.6,52.976
COAL,PHOSPHATES,PARAVAUXITE,5355.96,56.4596
ALBITE,PYROMORPHITE,FLUORAPATITE,3516.59,43.865899999999996
ACANTHITE,GMELINITE,PARAVAUXITE,13879.26,158.5926
PUCHERITE,DIAMOND,ARAGONITE,15918.49,156.9849
MALACHITE,TREMOLITE,HUMITE,17330.34,181.10340000000002
MALACHITE,HOPEITE,PUCHERITE,8606.63,88.9663
CLINOHEDRITE,PHLOGOPITE,ANDESINE,10826.79,104.26790000000001
ERIONITE,RHODIZITE,BARATOVITE,9011.92,87.2192
PARAVAUXITE,OBSIDIAN,BOURNONITE,5829.34,71.0934
ERIONITE,GIBBSITE,BIF,9645.95,118.55950000000001
SINHALITE,CUMMINGTONITE,BARATOVITE,36717.17,383.1717
CORDYLITE,BROOKITE,CARNOTITE,4644.09,53.6409
SILVER,MELANOPHLOGITE,BROOKITE,19717.34,210.07340000000002
PYROMORPHITE,PARAVAUXITE,ARAGONITE,5510.09,61.9009
ROSASITE,SEMSEYITE,ANDALUSITE,4742.43,76.6243
MELANOPHLOGITE,PERIDOT,HOWLITE,9370.93,124.2093
HEMATITE,BORNITE,ALBITE,9681.47,106.41469999999998
BOURNONITE,DATOLITE,TAAFFEITE,7802.49,85.8249
COAL,SUNSTONE,PARASYMPLESITE,9153.45,95.53450000000001
HOWLITE,ARFVEDSONITE,HOPEITE,39842.69,428.02690000000007
ANDALUSITE,OBSIDIAN,CHLORITE,6648.81,85.7881
MALACHITE,GMELINITE,CLEAVELANDITE,12161.54,118.51540000000001
ARSENIC,TELLURIUM,SINHALITE,1663.94,22.8394
ARTINITE,ANTIMONY,DATOLITE,9228.75,100.1875
ANTIMONY,NICKELINE,SMITHSONITE,13548.02,139.7802
HEMATITE,BARATOVITE,COAL,2648.37,32.0837
SELENITE,STURMANITE,FLUORAPATITE,5492.23,73.1223
HOPEITE,OBSIDIAN,SINHALITE,32574.67,341.64669999999995
DESCLOIZITE,DATOLITE,PARISITE,11531.41,127.3141
SCORODITE,SEMSEYITE,PHLOGOPITE,19949.85,196.89849999999998
CUMMINGTONITE,PERIDOT,SEMSEYITE,19303.37,195.4337
HOWLITE,BORAX,BARATOVITE,13169.91,140.0991
OBSIDIAN,BARATOVITE,ENSTATITE,9996.86,99.2686
DESCLOIZITE,BOLEITE,OBSIDIAN,14786,157.06
ALMANDINE,COAL,CHRYSOBERYL,15051.46,165.9146
CLEAVELANDITE,HEMATITE,KUNZITE,13600.31,150.9031
ANDESINE,HEMATITE,ARSENIC,18415.24,175.75240000000002
DESCLOIZITE,SEMSEYITE,SENARMONTITE,21937.05,245.6705
PYROAURITE,CLINOPTILOLITE,PERIDOT,7007.88,90.3788
PYROAURITE,BARATOVITE,THOMSONITE,19114.55,202.7455
CHLORITE,PHLOGOPITE,BOLEITE,13424.78,154.9478
GEODES,MALACHITE,ILVAITE,7184.29,88.1429
GAYLUSSITE,CARNOTITE,ALBITE,2180.62,38.306200000000004
BORAX,MELANOPHLOGITE,BORNITE,13344.15,137.3415
BARATOVITE,BOLEITE,KUNZITE,702.02,8.3202
THOMSONITE,BOURNONITE,SILICATES,39064.86,424.7486
BERLINITE,PUCHERITE,SULFUR,16395.76,174.15759999999997
ERIONITE,THOMSONITE,GMELINITE,8111.1,79.411
PARISITE,NEPHELINE,HUMITE,16433.1,169.43099999999998
RUBY,DATOLITE,STURMANITE,15798.51,163.18509999999998
STURMANITE,CLINOHEDRITE,ACANTHITE,21346.84,227.7684
RUBY,GIBBSITE,ARFVEDSONITE,24107.24,238.1724
SEMSEYITE,CORDYLITE,SAINFELDITE,5062.34,66.02340000000001
ILVAITE,SELENITE,KUNZITE,17357.86,170.4786
KOVDORSKITE,OSUMILITE,RHODIZITE,4065.61,60.6561
HINSDALITE,MARCASITE,ANDALUSITE,21071.52,218.7152
PARISITE,PHOSPHATES,THOMSONITE,15788.95,168.9895
HEMATITE,OSUMILITE,ACANTHITE,6778.15,72.08149999999999
BLODITE,CARNOTITE,GORMANITE,9384.45,90.74450000000002
HOPEITE,SENARMONTITE,DESCLOIZITE,10148.42,108.1842
TREMOLITE,MELANOPHLOGITE,SUNSTONE,200.03,11.3003
OSUMILITE,CHLORITE,RHODIZITE,1502.1,23.021
ALTAITE,HEMATITE,RUBY,24096.62,253.9662
HEULANDITE,CHRYSOBERYL,PHLOGOPITE,19801.73,223.6173
SENARMONTITE,RHODIZITE,HUREAULITE,8307.98,94.17979999999999
DIAMOND,BLODITE,SCHORL,2703.67,41.9367
ARTINITE,SULFUR,ALTAITE,18403.54,202.7354
ANDALUSITE,ANDESINE,FLUORAPATITE,17783.38,186.53379999999999
ALBITE,TREMOLITE,COAL,24573.25,269.3325
ERIONITE,KOTTIGITE,PARISITE,5196.9,58.068999999999996
CARNOTITE,GAYLUSSITE,TREMOLITE,37195.97,384.8597
NICKELINE,ARTINITE,SILICATES,14855.96,167.0596
ILVAITE,OSUMILITE,CARNOTITE,12130.43,136.5043
ROSASITE,FLUORAPATITE,BROOKITE,6758.59,82.18589999999999
BORAX,OBSIDIAN,DATOLITE,9614.61,116.24610000000001
HUREAULITE,TELLURIUM,GAYLUSSITE,13407.28,159.6728
BORNITE,CLINOPTILOLITE,ANDERSONITE,6890.43,94.10430000000001
SEMSEYITE,GIBBSITE,PERIDOT,7520.61,98.4061
ARFVEDSONITE,KOTTIGITE,GAYLUSSITE,9480.22,77.0022
ILVAITE,ACANTHITE,KOVDORSKITE,8889.86,99.6986
HOWLITE,BOURNONITE,KOVDORSKITE,13086.6,133.76600000000002
FLUORAPATITE,DIOPSIDE,MELANOPHLOGITE,20031.49,223.81490000000002
BOLEITE,ICE,HUMITE,20594.12,197.7412
MALACHITE,CUMMINGTONITE,ALMANDINE,13469.89,149.4989
SCORODITE,GEODES,COAL,2913.61,45.73610000000001
RUBY,PYROMORPHITE,GAYLUSSITE,24809.21,254.69209999999998
SENARMONTITE,PYROAURITE,PERIDOT,14938.49,162.98489999999998
ILVAITE,CLINOHEDRITE,GMELINITE,12786.68,142.8668
ALBITE,MELANOPHLOGITE,PYROAURITE,21346.4,248.264
NICKELINE,PARAVAUXITE,BLODITE,5956.06,82.8606
ROSE_QUARTZ,SUNSTONE,ENSTATITE,877.68,21.5768
ARTINITE,SULFUR,GIBBSITE,8071.79,94.0179
COAL,ANDERSONITE,CLINOHEDRITE,30341.04,316.61039999999997
MELANOPHLOGITE,PUCHERITE,DATOLITE,3368,34.88
CUMMINGTONITE,KUNZITE,ROSE_QUARTZ,15220.36,152.40359999999998
PARISITE,CHLORITE,ROSE_QUARTZ,25098.21,261.8821
NEPTUNITE,DIOPSIDE,CACOXENITE,17505.28,182.3528
CHLORITE,CACOXENITE,PLATINUM,5175.98,47.8598
DATOLITE,SCHORL,BOURNONITE,3429.99,51.099900000000005
ARFVEDSONITE,RUBY,KOTTIGITE,2651.44,42.314400000000006
OSUMILITE,SUNSTONE,HEMATITE,8128.57,98.78569999999999
PARAVAUXITE,PARASYMPLESITE,SMITHSONITE,5120.25,66.3025
CLINOPTILOLITE,CLINOHEDRITE,HUREAULITE,4130.07,51.6007
SILICATES,ARSENIC,DESCLOIZITE,13457.47,156.2747
ENSTATITE,ARTINITE,CHRYSOBERYL,12230.26,157.7026
SAINFELDITE,ERIONITE,ENSTATITE,17299.87,181.69869999999997
CHRYSOBERYL,STELLERITE,ICE,15732.97,153.8297
HUMITE,PYROMORPHITE,GMELINITE,7642.61,103.92609999999999
ACANTHITE,ILVAITE,GMELINITE,18572.5,215.125
ROSASITE,BORNITE,SCHORL,8625.98,93.5598
BIF,SAINFELDITE,SCORODITE,2960.23,33.0023
ANDALUSITE,SAINFELDITE,KOTTIGITE,14842.14,171.72140000000002
PYROMORPHITE,CLEAVELANDITE,ANDALUSITE,12723.63,125.93629999999999
PARAVAUXITE,TAAFFEITE,SAINFELDITE,1480.44,26.904400000000003
DIOPSIDE,ROSASITE,GIBBSITE,8970.85,89.7085
SCHORL,ALMANDINE,CLEAVELANDITE,27467.8,271.878
BASALT,CACOXENITE,CHLORITE,23079.75,238.9975
PERIDOT,SCHORL,TREMOLITE,4509.38,44.8938
BOLEITE,CLEAVELANDITE,ALMANDINE,11674.49,129.3449
BERLINITE,CHLORITE,ALMANDINE,7123.68,87.33680000000001
BARATOVITE,CLINOPTILOLITE,CLINOHEDRITE,7902.04,81.32039999999999
HEMATITE,ANDALUSITE,ERIONITE,8509.22,86.4922
PUCHERITE,SULFUR,THOMSONITE,9979.07,112.3907
CHRYSOBERYL,FLUORAPATITE,HUREAULITE,20893.55,228.03549999999998
SEMSEYITE,PYROAURITE,GIBBSITE,16317.81,182.2781
BROOKITE,DIAMOND,GMELINITE,12676.58,145.9658
OBSIDIAN,SILICATES,GIBBSITE,13209.89,139.4989
STURMANITE,TELLURIUM,COAL,25802.1,255.22099999999995
PHLOGOPITE,PYROMORPHITE,PARAVAUXITE,7055.53,72.5553
NEPHELINE,FLUORAPATITE,PLATINUM,26688.62,294.1862
RHODIZITE,SELENITE,SUNSTONE,5560.09,73.90090000000001
SEMSEYITE,KOTTIGITE,ARFVEDSONITE,7251.49,63.314899999999994
BORAX,CLINOPTILOLITE,COAL,15481.97,169.91969999999998
SUNSTONE,HINSDALITE,BROOKITE,12336.44,130.0644
STELLERITE,CARNOTITE,ERIONITE,6573.21,79.7321
PYROAURITE,SILVER,ROSASITE,1437.55,14.875499999999999
BERLINITE,CACOXENITE,KOVDORSKITE,5022.65,45.62649999999999
CARNOTITE,HINSDALITE,DEMANTOID,8706.58,96.0658
COAL,PERIDOT,ILVAITE,34444.91,347.64910000000003
SULFUR,KOVDORSKITE,CACOXENITE,7080.02,84.0002
GIBBSITE,KOTTIGITE,GORMANITE,9401,105.11
ANDALUSITE,DESCLOIZITE,GIBBSITE,15934.65,167.2465
HINSDALITE,DIOPSIDE,PHOSPHATES,19268.47,204.68470000000002
GAYLUSSITE,DATOLITE,DIOPSIDE,3038.34,42.7834
PARAVAUXITE,MARCASITE,CLEAVELANDITE,6049.91,55.4991
KUNZITE,TREMOLITE,SELENITE,3156.62,33.3662
BORNITE,PARAVAUXITE,PUCHERITE,10013.49,108.6349
ARAGONITE,ARTINITE,CACOXENITE,6074.31,71.9431
OBSIDIAN,ANTIMONY,ANDALUSITE,19887.94,210.87939999999998
BASALT,GEODES,DIOPSIDE,25546.55,250.3655
DESCLOIZITE,BOURNONITE,DIAMOND,9810.06,109.0006
HUMITE,ARTINITE,DIAMOND,1629.44,7.1944
NEPHELINE,BOURNONITE,OBSIDIAN,1777.73,38.377300000000005
SENARMONTITE,OBSIDIAN,HINSDALITE,11581.42,115.6142
SAINFELDITE,GORMANITE,FLUORAPATITE,3648.74,34.0874
ARSENIC,ALMANDINE,ILVAITE,22373.52,243.3352
ARTINITE,PLATINUM,PHOSPHATES,10696.36,119.5636
HEULANDITE,SYLVITE,ANDESINE,8150.66,92.30659999999999
PYROAURITE,MALACHITE,KOVDORSKITE,15331.89,151.31889999999999
MALACHITE,SEMSEYITE,ARAGONITE,2813.73,41.3373
DIOPSIDE,PYROMORPHITE,CUMMINGTONITE,1897.4,30.073999999999998
NEPHELINE,GAYLUSSITE,HEULANDITE,3163.53,46.4353
SUNSTONE,TREMOLITE,CLINOPTILOLITE,11026.42,124.7642
ANTIMONY,PLATINUM,ANDALUSITE,30612.55,316.7255
PUCHERITE,NEPHELINE,CLINOHEDRITE,12530.79,127.3079
GMELINITE,SCHORL,ANDESINE,301.3,34.613
ANDESINE,PHLOGOPITE,PHOSPHATES,9765.83,84.9583
BOURNONITE,BORAX,ANDALUSITE,15936.57,189.66570000000002
SYLVITE,BERLINITE,SULFUR,12020.35,113.8035
DATOLITE,ARSENIC,SULFUR,8219.84,86.4984
GMELINITE,ALTAITE,ACANTHITE,5826.98,79.3698
GMELINITE,SYLVITE,PLATINUM,9125.24,92.55239999999999
DESCLOIZITE,ANDALUSITE,ANDERSONITE,4818.52,66.4852
PYROAURITE,BLODITE,ARSENIC,9199.5,96.69500000000001
MARCASITE,SCHORL,ARFVEDSONITE,3159.82,30.198200000000003
DIAMOND,ARTINITE,SINHALITE,19298.62,209.18619999999999
SMITHSONITE,OSUMILITE,HEMATITE,2643.77,19.4377
BOLEITE,GIBBSITE,BERLINITE,16162.31,182.2231
SCORODITE,PERIDOT,DIAMOND,11325.96,110.9596
SULFUR,GMELINITE,PHOSPHATES,3787.28,55.5728
SILICATES,KOVDORSKITE,TALC,7381.52,92.21520000000001
CLINOPTILOLITE,CLEAVELANDITE,SYLVITE,8827.28,108.9728
NEPHELINE,ALTAITE,BLODITE,9337,94.97
FLUORAPATITE,ANDALUSITE,PLATINUM,13500.28,140.1028
ALBITE,GAYLUSSITE,HOPEITE,8457.56,107.47559999999999
ROSE_QUARTZ,NEPHELINE,DIOPSIDE,14806.01,169.0601
ANDERSONITE,PUCHERITE,CHRYSOBERYL,37250.86,382.2086
DIAMOND,TAAFFEITE,STURMANITE,10054.17,117.74170000000001
BOURNONITE,ALBITE,DESCLOIZITE,3347.45,32.9745
HOWLITE,MELANOPHLOGITE,ROSE_QUARTZ,18072.08,192.22080000000003
KOVDORSKITE,CUBANITE,HOPEITE,8667.82,106.9782
BORNITE,SUNSTONE,ARSENIC,18583.96,211.03959999999998
HEULANDITE,PHLOGOPITE,NICKELINE,11114.96,123.5496
PERIDOT,GIBBSITE,FLUORAPATITE,13250.63,140.60629999999998
ALTAITE,TAAFFEITE,RUBY,31986.54,325.7654
TAAFFEITE,GMELINITE,ILVAITE,39510.18,404.40180000000004
PHLOGOPITE,TELLURIUM,SENARMONTITE,8043.92,85.3392
SELENITE,GIBBSITE,CUBANITE,5928.51,65.2851
PARISITE,BIF,CARNOTITE,10813.99,129.9399
PARISITE,GEODES,GIBBSITE,15173.64,144.8364
SILVER,CLINOPTILOLITE,GIBBSITE,17975.46,187.85459999999998
FLUORAPATITE,SYLVITE,PYROAURITE,796.71,16.3671
ANDALUSITE,HOPEITE,ALMANDINE,21600.84,229.9084
HOPEITE,BLODITE,ANDALUSITE,22913.26,235.9326
OSUMILITE,DEMANTOID,BIF,4029.95,49.299499999999995
ILVAITE,CHLORITE,HOPEITE,12690.08,136.0008
STURMANITE,ANDESINE,SEMSEYITE,5869.57,65.5957
MARCASITE,DIOPSIDE,GMELINITE,27482.06,280.8206
ROSASITE,SILVER,MELANOPHLOGITE,2298.83,22.688299999999998
ANTIMONY,OBSIDIAN,DATOLITE,5049.49,66.9949
HOPEITE,BORNITE,RHODIZITE,8411.82,99.3182
CORDYLITE,CUBANITE,SILICATES,28606.57,302.8657
KUNZITE,BERLINITE,SUNSTONE,5383.42,75.2342
FLUORAPATITE,NICKELINE,ANDALUSITE,892.06,24.6206
SUNSTONE,SAINFELDITE,CHLORITE,1913.42,44.0342
HEULANDITE,SEMSEYITE,SULFUR,23296.04,234.76040000000003
SENARMONTITE,CLINOPTILOLITE,PHOSPHATES,1613.26,30.532600000000002
DESCLOIZITE,PERIDOT,HOPEITE,17304.48,167.0448
ICE,CARNOTITE,HEMATITE,717.02,28.0702
BORNITE,GMELINITE,HUMITE,450.97,20.8097
SCORODITE,DIOPSIDE,MARCASITE,8133.05,95.3305
DESCLOIZITE,SMITHSONITE,BOLEITE,27480.8,254.208
DATOLITE,ICE,GEODES,4734.82,66.9482
THOMSONITE,SMITHSONITE,ARFVEDSONITE,8326.72,104.06719999999999
HINSDALITE,OBSIDIAN,PYROMORPHITE,17135.38,172.3538
ICE,ENSTATITE,PHOSPHATES,20119.81,206.8981
PARAVAUXITE,PYROMORPHITE,BARATOVITE,4886.88,73.2688
CLINOHEDRITE,TALC,GAYLUSSITE,22178.51,231.28509999999997
KOVDORSKITE,SAINFELDITE,PUCHERITE,15539.81,173.4981
BASALT,CARNOTITE,MALACHITE,11387.15,127.6715
BOURNONITE,GORMANITE,GMELINITE,6599.33,96.2933
BORAX,ALBITE,CUMMINGTONITE,949.14,9.0914
ENSTATITE,DIOPSIDE,PUCHERITE,2765.28,21.152800000000003
PYROMORPHITE,KOTTIGITE,CHRYSOBERYL,30054.95,301.14950000000005
SINHALITE,ACANTHITE,ARSENIC,19477.43,197.2743
SMITHSONITE,STURMANITE,CUBANITE,14180.16,141.60160000000002
MELANOPHLOGITE,ARTINITE,BLODITE,3083.68,42.8368
FLUORAPATITE,PERIDOT,DIAMOND,8062.76,82.8276
BLODITE,MALACHITE,MELANOPHLOGITE,1434.62,36.946200000000005
PYROMORPHITE,NEPHELINE,SCHORL,19473.96,211.6396
CHLORITE,SYLVITE,FLUORAPATITE,25993.23,242.5323
NICKELINE,PARAVAUXITE,KOVDORSKITE,11174.43,131.3443
BROOKITE,PARAVAUXITE,ROSASITE,6938.37,77.8837
PARASYMPLESITE,DESCLOIZITE,COAL,8160.28,97.8028
SCHORL,SUNSTONE,CLINOHEDRITE,13695.41,152.1541
DESCLOIZITE,HEMATITE,SUNSTONE,10237.01,109.6701
ROSE_QUARTZ,TELLURIUM,CORDYLITE,2428.4,25.384000000000004
DATOLITE,BARATOVITE,ANDESINE,6612.14,66.02140000000001
PHLOGOPITE,PYROMORPHITE,GAYLUSSITE,1947.27,6.2727
DIOPSIDE,ALBITE,TALC,7433.75,87.8375
ICE,MARCASITE,BERLINITE,17951.1,179.911
HOPEITE,DIAMOND,MALACHITE,6257.5,80.17500000000001
ENSTATITE,KUNZITE,HUMITE,15863.76,158.7376
DEMANTOID,SAINFELDITE,ERIONITE,29131.2,294.712
STELLERITE,SCHORL,SULFUR,1567.24,36.0724
BASALT,ROSE_QUARTZ,SAINFELDITE,10438.36,122.6836
NEPTUNITE,HUREAULITE,NEPHELINE,23740.04,263.7004
PYROMORPHITE,SULFUR,PARAVAUXITE,12085.48,142.1548
RUBY,OBSIDIAN,CACOXENITE,2033.22,42.0322
CLINOPTILOLITE,SAINFELDITE,STURMANITE,20444.71,211.54709999999997
RUBY,ANDALUSITE,PARISITE,13236.23,131.66230000000002
COAL,BOURNONITE,THOMSONITE,24193.75,251.9375
PARISITE,ALBITE,ENSTATITE,15011.86,160.41860000000003
MELANOPHLOGITE,FLUORAPATITE,MALACHITE,4452.54,64.7254
KUNZITE,CORDYLITE,HINSDALITE,596.32,6.363200000000001
BORAX,ANDESINE,CLEAVELANDITE,11621.07,127.4107
SILICATES,HOWLITE,DIOPSIDE,7461.11,82.5111
SINHALITE,ENSTATITE,TELLURIUM,5986.95,72.06949999999999
SINHALITE,ARFVEDSONITE,PYROMORPHITE,13189.75,143.4975
NICKELINE,KOVDORSKITE,TELLURIUM,17583.78,192.1378
DIOPSIDE,GORMANITE,GAYLUSSITE,3291.76,49.217600000000004
CARNOTITE,DEMANTOID,ANDALUSITE,7892.4,91.824
SYLVITE,OBSIDIAN,CLINOPTILOLITE,36184.42,368.8442
SCORODITE,ANDERSONITE,BOURNONITE,25015.62,263.6562
BOURNONITE,PARASYMPLESITE,SAINFELDITE,11102.59,139.7259
HUMITE,COAL,KUNZITE,34381.53,362.01529999999997
CUBANITE,PUCHERITE,RUBY,4173.56,41.135600000000004
SEMSEYITE,ANDESINE,STELLERITE,29762.33,296.92330000000004
HEMATITE,BERLINITE,PYROMORPHITE,24813.03,264.9303
ARAGONITE,HINSDALITE,KOVDORSKITE,468.4,15.283999999999999
GMELINITE,ILVAITE,SEMSEYITE,16960.46,188.7046
FLUORAPATITE,BOLEITE,PHLOGOPITE,9788.16,126.38159999999999
BLODITE,BORAX,CARNOTITE,21986.47,234.9647
GEODES,MALACHITE,ROSASITE,9229,108.09
BERLINITE,DIAMOND,PARISITE,19983.02,196.7302
ALBITE,CARNOTITE,PARAVAUXITE,1549.49,29.694899999999997
GIBBSITE,BOLEITE,HEULANDITE,15153.91,156.5391
ARAGONITE,PHOSPHATES,GAYLUSSITE,15622.88,158.5288
OSUMILITE,TALC,CARNOTITE,14684.4,158.344
CLINOPTILOLITE,KOTTIGITE,ANDESINE,9409.91,94.2991
ARTINITE,ILVAITE,BERLINITE,23169.42,239.6942
PUCHERITE,ILVAITE,SILVER,21887.53,226.97529999999998
ARTINITE,CLINOHEDRITE,BORNITE,7878.48,94.08479999999999
SELENITE,SMITHSONITE,PYROMORPHITE,16444.36,193.24360000000001
SILVER,KUNZITE,CUBANITE,9414.18,96.54180000000001
PARASYMPLESITE,KUNZITE,HUREAULITE,11514.98,129.1498
STURMANITE,HEMATITE,SYLVITE,21376.4,197.764
PYROAURITE,HINSDALITE,BOLEITE,7287.52,101.6752
PARASYMPLESITE,GEODES,SCHORL,5131.38,62.5138
PHOSPHATES,CLINOPTILOLITE,NEPHELINE,15919.85,167.89849999999998
CUMMINGTONITE,RUBY,GMELINITE,22085.6,225.156
CUMMINGTONITE,HINSDALITE,ACANTHITE,1635.75,18.8575
SUNSTONE,KOVDORSKITE,CLINOPTILOLITE,304.99,14.4499
DIOPSIDE,ENSTATITE,PYROAURITE,17991.73,193.2173
PYROAURITE,SAINFELDITE,TAAFFEITE,7647.74,88.7774
ICE,TAAFFEITE,SENARMONTITE,1188.44,38.3844
ALBITE,ARFVEDSONITE,CLINOHEDRITE,1953.26,15.232599999999998
SILVER,PYROAURITE,ANDALUSITE,6358.94,88.1894
GIBBSITE,PYROMORPHITE,RUBY,3611.75,49.7175
PYROAURITE,STURMANITE,NICKELINE,10882.46,123.7246
SYLVITE,TAAFFEITE,PYROMORPHITE,18292.4,185.22400000000002
ILVAITE,BLODITE,NICKELINE,34980.51,372.10510000000005
ANDESINE,SULFUR,SUNSTONE,1191.59,27.615899999999996
ARSENIC,PARAVAUXITE,ILVAITE,6425.24,71.4524
PERIDOT,NICKELINE,RHODIZITE,5432.1,58.221000000000004
PARASYMPLESITE,CLEAVELANDITE,BORAX,32.5,1.625
HUREAULITE,PYROMORPHITE,ANDERSONITE,2204.9,37.649
PUCHERITE,SENARMONTITE,PARISITE,20442.67,197.92669999999998
SYLVITE,CARNOTITE,ENSTATITE,28368.5,303.185
ILVAITE,ARAGONITE,NEPTUNITE,25269.89,261.9989
ALMANDINE,CLINOPTILOLITE,BORNITE,26734.23,282.44230000000005
CLINOHEDRITE,PUCHERITE,PYROAURITE,21637.21,220.07209999999998
BROOKITE,TELLURIUM,STURMANITE,10112.81,132.72809999999998
CARNOTITE,GORMANITE,ILVAITE,8209.69,98.3969
OSUMILITE,SILVER,SMITHSONITE,2904.12,20.641199999999998
MARCASITE,CUMMINGTONITE,DATOLITE,17271.39,178.41389999999998
ANDESINE,KUNZITE,GIBBSITE,23720.58,240.50580000000002
SAINFELDITE,THOMSONITE,SINHALITE,6542.72,77.8272
GMELINITE,DIAMOND,ENSTATITE,34082.32,345.72319999999996
SAINFELDITE,DESCLOIZITE,ICE,12790.95,132.5095
DESCLOIZITE,DIOPSIDE,PYROMORPHITE,7143.88,75.7388
BASALT,SCORODITE,STELLERITE,5484.4,67.244
OBSIDIAN,PARASYMPLESITE,MALACHITE,2826.36,17.2636
TELLURIUM,SCHORL,BORAX,24643.35,251.8335
ANDESINE,SENARMONTITE,GORMANITE,11388.89,131.6889
ARSENIC,SINHALITE,GORMANITE,15550.23,156.60229999999999
ROSASITE,ANTIMONY,PUCHERITE,29839.81,308.6981
NEPHELINE,PHOSPHATES,TALC,3018.93,48.7893
ANDALUSITE,ENSTATITE,GEODES,213.29,19.3329
PHOSPHATES,BLODITE,SCHORL,3233.58,50.6358
PUCHERITE,STURMANITE,STELLERITE,785.14,30.4514
CARNOTITE,GEODES,FLUORAPATITE,12597.57,146.6757
ROSASITE,HINSDALITE,SULFUR,12167.77,129.17770000000002
CUBANITE,TREMOLITE,HUMITE,12068.02,133.2802
ALTAITE,STURMANITE,SULFUR,26250.21,295.6021
OSUMILITE,RHODIZITE,SUNSTONE,10830.6,133.706
KOVDORSKITE,CUBANITE,DESCLOIZITE,4499.79,59.7979
SILVER,SUNSTONE,ENSTATITE,22103.86,230.1386
SMITHSONITE,KOVDORSKITE,GEODES,21207.72,223.9772
DEMANTOID,CUBANITE,PHOSPHATES,6522.35,90.7235
MARCASITE,BORAX,PUCHERITE,19072.4,204.02400000000003
PLATINUM,SAINFELDITE,SELENITE,34300.73,344.10730000000007
BIF,CORDYLITE,TELLURIUM,3495.3,28.453000000000003
PARASYMPLESITE,ALMANDINE,MARCASITE,7427.18,87.7718
BASALT,GORMANITE,CHRYSOBERYL,13866.74,160.6674
GEODES,BORNITE,TAAFFEITE,7792.26,103.2226
HOPEITE,ACANTHITE,PERIDOT,14899.57,162.2957
CLEAVELANDITE,PYROAURITE,TELLURIUM,2108.54,60.9854
BOLEITE,SILICATES,FLUORAPATITE,22810.22,239.7022
SMITHSONITE,GMELINITE,ALMANDINE,6837.44,80.67439999999999
MELANOPHLOGITE,KUNZITE,BOLEITE,10585.4,123.054
DIAMOND,RUBY,KOTTIGITE,21487.24,234.47240000000002
BLODITE,SELENITE,CARNOTITE,4085.83,52.4583
CORDYLITE,PERIDOT,SYLVITE,9738.64,113.0864
CORDYLITE,SMITHSONITE,BORAX,30575.55,312.15549999999996
TAAFFEITE,SMITHSONITE,ARSENIC,8743.07,98.33070000000001
HEMATITE,ACANTHITE,PYROMORPHITE,10816.62,124.9662
SELENITE,SEMSEYITE,PYROAURITE,20073.46,217.5346
FLUORAPATITE,CHLORITE,SILICATES,2284.64,24.4464
STURMANITE,GORMANITE,HUREAULITE,3800.88,68.4088
DIOPSIDE,SELENITE,ANDALUSITE,18467.37,207.87369999999999
GAYLUSSITE,DATOLITE,FLUORAPATITE,21527.04,211.47039999999998
RUBY,BROOKITE,BOLEITE,17511.66,178.6166
CHRYSOBERYL,GEODES,ARAGONITE,16147.24,177.5724
ANTIMONY,SINHALITE,PYROMORPHITE,906.63,22.9663
DIAMOND,PHLOGOPITE,ARTINITE,3044.2,48.44199999999999
PHOSPHATES,PARAVAUXITE,ALBITE,16502.5,166.425
PHOSPHATES,SELENITE,ALTAITE,10452.09,129.7209
HUMITE,ILVAITE,ANDESINE,3213.21,56.432100000000005
BASALT,DIAMOND,SILICATES,24932.15,281.0215
KUNZITE,TREMOLITE,SILICATES,1841.59,31.4159
SCHORL,MALACHITE,CLINOPTILOLITE,11508.28,122.8828
ANDALUSITE,SILICATES,SULFUR,16498.54,168.4854
STELLERITE,DEMANTOID,PYROAURITE,22120.81,231.3081
ENSTATITE,CHRYSOBERYL,TELLURIUM,2823.04,25.4304
DIAMOND,PLATINUM,OSUMILITE,22232.92,224.8292
BIF,RUBY,GMELINITE,11293.04,122.33040000000001
MARCASITE,KOVDORSKITE,GMELINITE,12819.66,131.89659999999998
DESCLOIZITE,BORNITE,CLEAVELANDITE,10182.15,107.1215
SAINFELDITE,ACANTHITE,GMELINITE,6285.28,77.8528
MELANOPHLOGITE,SYLVITE,BORNITE,11142.16,127.6216
HINSDALITE,NEPTUNITE,RHODIZITE,9678.96,109.1896
PHLOGOPITE,MALACHITE,SILICATES,10932.98,124.62979999999999
ALTAITE,SUNSTONE,ILVAITE,22057.97,230.9797
SENARMONTITE,DIOPSIDE,SINHALITE,28233.46,296.9346
BARATOVITE,GEODES,NICKELINE,3461.04,35.3104
CORDYLITE,BOLEITE,OSUMILITE,22234.77,233.5477
ARAGONITE,DEMANTOID,ARSENIC,18314.53,192.34529999999998
ALBITE,HOPEITE,TELLURIUM,7752.52,73.4252
