Appraisal,Mass,Major.Min.Comp,Minor.Min.Comp1,Minor.Min.Comp2
17436.86,193.0686,TREMOLITE,SAINFELDITE,HUREAULITE
13954.7,152.347,CARNOTITE,KOTTIGITE,CLINOPTILOLITE
10348.53,114.8853,STURMANITE,ENSTATITE,TAAFFEITE
6126.35,57.2635,KOTTIGITE,BROOKITE,SILICATES
9647.04,103.7704,GORMANITE,ANDERSONITE,STURMANITE
15666.55,178.8655,STELLERITE,BOURNONITE,MARCASITE
11129.59,115.8959,MARCASITE,NICKELINE,GORMANITE
3998.22,49.9822,HEULANDITE,PUCHERITE,PARASYMPLESITE
17052.84,190.7284,FLUORAPATITE,SENARMONTITE,CHRYSOBERYL
26212.84,264.5284,HOPEITE,CLEAVELANDITE,NEPTUNITE
25887.69,260.5769,RUBY,PARASYMPLESITE,ACANTHITE
1168.74,23.6874,RHODIZITE,CLEAVELANDITE,BOLEITE
9833.41,112.9341,ANTIMONY,COAL,HEULANDITE
16966.78,185.1678,ACANTHITE,BORNITE,COAL
20483.53,223.1353,PUCHERITE,ALTAITE,BORNITE
14580.82,159.4082,CUMMINGTONITE,STURMANITE,MALACHITE
7805.13,70.2513,MALACHITE,BORNITE,SYLVITE
2038.75,42.5875,BORNITE,KOTTIGITE,ANDALUSITE
500.9,20.209,THOMSONITE,SUNSTONE,DATOLITE
10117.46,108.1746,BOLEITE,PYROMORPHITE,PHLOGOPITE
23080.55,251.8055,CHRYSOBERYL,ERIONITE,SILICATES
14633.74,159.1374,STELLERITE,FLUORAPATITE,HEULANDITE
15091.66,161.3166,PARASYMPLESITE,KOVDORSKITE,STURMANITE
8947.05,98.8705,KUNZITE,TAAFFEITE,SULFUR
749.89,16.6989,HUREAULITE,PARASYMPLESITE,CACOXENITE
444.73,11.2473,MELANOPHLOGITE,ANDERSONITE,BLODITE
10268.53,127.9853,HEMATITE,PARAVAUXITE,DATOLITE
13049.82,163.0982,GORMANITE,SYLVITE,CORDYLITE
13940.56,150.4056,PHOSPHATES,BASALT,CARNOTITE
11682.83,111.6283,RUBY,OBSIDIAN,TALC
16361.59,164.0159,FLUORAPATITE,KUNZITE,DIOPSIDE
12853.7,147.537,CUBANITE,BARATOVITE,OSUMILITE
7516.89,98.1689,SUNSTONE,ARAGONITE,ROSASITE
19115.05,210.3505,PYROMORPHITE,TREMOLITE,ANTIMONY
11496.81,129.8681,ANTIMONY,HEULANDITE,BOLEITE
8361.41,95.6141,SEMSEYITE,BOURNONITE,STELLERITE
798.63,16.3863,ALTAITE,GEODES,ROSE_QUARTZ
8779.66,87.2966,SEMSEYITE,MALACHITE,HUMITE
6884.1,84.841,HINSDALITE,ALBITE,PARASYMPLESITE
27135.03,294.5503,KOVDORSKITE,ANDESINE,GORMANITE
29151.41,315.1141,TREMOLITE,BOURNONITE,SINHALITE
20106.39,206.8639,PUCHERITE,ANDESINE,NICKELINE
8364.89,101.2489,GAYLUSSITE,GEODES,TAAFFEITE
20090.8,202.108,NEPTUNITE,CLINOHEDRITE,DIOPSIDE
12656.54,146.0654,KUNZITE,BOURNONITE,ALTAITE
14314.86,148.0486,GEODES,ANDERSONITE,HINSDALITE
8893.14,95.9314,ERIONITE,KUNZITE,THOMSONITE
768.84,19.1884,TALC,STURMANITE,OSUMILITE
13322.75,148.6275,GMELINITE,ARTINITE,SENARMONTITE
16395.03,159.1503,ARSENIC,PARISITE,ACANTHITE
32065.15,326.0515,PUCHERITE,HUREAULITE,HEULANDITE
16139.16,162.2916,ALMANDINE,NEPTUNITE,DIOPSIDE
14370.28,156.7028,ROSASITE,KUNZITE,CARNOTITE
34541.78,356.6178,BORNITE,PYROAURITE,RUBY
43140.5,431.505,ANDERSONITE,SELENITE,PYROAURITE
19996.87,217.9687,SULFUR,PARASYMPLESITE,CHRYSOBERYL
3122.83,35.3283,HUMITE,PHLOGOPITE,BERLINITE
23940.74,253.6074,OSUMILITE,PHOSPHATES,GIBBSITE
7345.29,92.3529,ARTINITE,GAYLUSSITE,DATOLITE
4992.55,64.4255,ALMANDINE,CLEAVELANDITE,DIOPSIDE
13742.8,150.028,SYLVITE,HOWLITE,PYROMORPHITE
28754.57,290.7457,ROSASITE,PERIDOT,COAL
8714.05,102.5405,DESCLOIZITE,TREMOLITE,HUMITE
2353.54,27.5354,MARCASITE,SELENITE,ALTAITE
8929.98,91.0998,CUMMINGTONITE,KUNZITE,ARAGONITE
5803.82,41.5382,PHLOGOPITE,NICKELINE,GIBBSITE
6410.13,76.3013,ARAGONITE,CLEAVELANDITE,THOMSONITE
22117.6,222.076,BASALT,KOVDORSKITE,OSUMILITE
19801.5,227.415,SAINFELDITE,ROSASITE,HINSDALITE
20646.41,226.3641,TREMOLITE,ALMANDINE,ARAGONITE
4233.5,45.035,OBSIDIAN,ANDERSONITE,MARCASITE
12531.74,136.6174,PYROMORPHITE,DIAMOND,MARCASITE
14284.48,148.2448,CARNOTITE,SENARMONTITE,GIBBSITE
18934.36,199.4436,PLATINUM,GIBBSITE,OSUMILITE
3366.44,40.9644,TELLURIUM,PARAVAUXITE,BIF
9190.12,85.8012,NEPHELINE,BORNITE,KOVDORSKITE
13811.85,154.1185,THOMSONITE,PARAVAUXITE,TAAFFEITE
36676.19,373.5619,ENSTATITE,HEULANDITE,RHODIZITE
5157.35,46.0735,ERIONITE,ROSE_QUARTZ,SMITHSONITE
1245.86,44.4586,BOURNONITE,SULFUR,CLINOPTILOLITE
39218.05,405.5805,HUMITE,BARATOVITE,ALBITE
4620.78,55.9078,KOVDORSKITE,STURMANITE,KUNZITE
17737.65,210.1765,FLUORAPATITE,CLINOHEDRITE,CORDYLITE
19894.99,203.3499,HOWLITE,CORDYLITE,HUMITE
7219.02,94.2902,HUMITE,ICE,CLINOPTILOLITE
33861,366.91,RHODIZITE,RUBY,PYROMORPHITE
2134.4,50.544,PERIDOT,ARAGONITE,HOPEITE
12108.95,129.7895,SENARMONTITE,TALC,ROSASITE
9224.66,92.5466,HEULANDITE,SCORODITE,BARATOVITE
17718.16,171.3816,ACANTHITE,RUBY,BROOKITE
12235.76,121.9576,SCORODITE,DIAMOND,TELLURIUM
15362.1,155.621,SILVER,KOVDORSKITE,CLEAVELANDITE
22272.55,248.1255,SINHALITE,ROSASITE,ARSENIC
39660.41,416.4041,PYROMORPHITE,SEMSEYITE,HINSDALITE
33644.18,334.5418,TREMOLITE,BLODITE,ILVAITE
8026.98,82.5698,GIBBSITE,PARASYMPLESITE,NEPTUNITE
6389.94,74.7994,BARATOVITE,THOMSONITE,ARFVEDSONITE
7837.15,77.7715,BIF,BOLEITE,CARNOTITE
14384.57,160.7457,ANTIMONY,SELENITE,HUMITE
8985.95,91.1595,SCHORL,SMITHSONITE,MALACHITE
8925.28,111.3528,BERLINITE,ALTAITE,FLUORAPATITE
20447.1,202.171,HOPEITE,ANDERSONITE,ALTAITE
14650.49,171.1049,BORAX,HINSDALITE,SULFUR
3287.68,33.2768,ALBITE,GAYLUSSITE,HUMITE
7319.89,87.2989,SCORODITE,SYLVITE,DATOLITE
19869.57,193.1957,SYLVITE,PHOSPHATES,CLEAVELANDITE
14711.72,142.8172,SENARMONTITE,PYROAURITE,THOMSONITE
10699.28,121.1928,ANDESINE,BLODITE,BROOKITE
24287.07,251.1707,OSUMILITE,ARFVEDSONITE,PHLOGOPITE
21930.01,218.4001,SILICATES,ARAGONITE,BERLINITE
2949.85,34.1985,OSUMILITE,DATOLITE,ARSENIC
19139.78,207.6978,TAAFFEITE,ROSE_QUARTZ,ANDALUSITE
4521.33,57.7133,THOMSONITE,BLODITE,SENARMONTITE
12037,129.27,SEMSEYITE,PHLOGOPITE,HEULANDITE
19953.73,217.1373,BLODITE,BOURNONITE,KOTTIGITE
341.13,12.6113,ICE,BOLEITE,ROSE_QUARTZ
5440.73,46.0073,ILVAITE,ARTINITE,PHLOGOPITE
8325.62,96.8562,BLODITE,TREMOLITE,PLATINUM
8053.36,83.6336,CARNOTITE,SULFUR,SAINFELDITE
18947.61,181.4761,TELLURIUM,ICE,CUBANITE
2130.94,41.2094,PLATINUM,TREMOLITE,BASALT
2402.54,25.8254,BERLINITE,BORNITE,PLATINUM
18962.94,209.6294,HEMATITE,ARAGONITE,SENARMONTITE
985.22,11.2522,CACOXENITE,DIOPSIDE,ARSENIC
1262.25,17.6225,HUMITE,THOMSONITE,BIF
11596.81,132.0681,STURMANITE,PLATINUM,CUBANITE
4457.84,45.3784,BORAX,SEMSEYITE,SILICATES
7144.97,99.4497,STELLERITE,ANDALUSITE,ANDESINE
17809.8,185.898,BOURNONITE,CUBANITE,BORAX
26818.77,290.0877,SCORODITE,TREMOLITE,PERIDOT
13183.02,150.9302,BLODITE,ILVAITE,BORAX
3037.19,32.4719,RHODIZITE,TAAFFEITE,PERIDOT
3616.87,47.5687,ARSENIC,SENARMONTITE,GEODES
7852.97,89.8297,PHOSPHATES,HEMATITE,ANTIMONY
4879.82,73.6982,HEULANDITE,ARAGONITE,KUNZITE
19221.34,201.1134,PYROMORPHITE,SUNSTONE,TREMOLITE
20540.82,215.0082,DESCLOIZITE,KOTTIGITE,DEMANTOID
3386.66,27.2666,KOVDORSKITE,NICKELINE,BORNITE
7174.81,90.0481,CHLORITE,STURMANITE,BIF
1347.25,14.0725,CLINOPTILOLITE,BOURNONITE,STURMANITE
42009.43,436.7943,DATOLITE,BASALT,ANDESINE
13175.25,147.4525,MELANOPHLOGITE,SELENITE,BASALT
15462.31,170.1231,HINSDALITE,ARTINITE,BASALT
5147.01,60.4701,CHRYSOBERYL,SAINFELDITE,BROOKITE
8936.04,87.7604,ARFVEDSONITE,SELENITE,ROSASITE
1790.61,36.3061,COAL,ANTIMONY,GEODES
28472.06,307.8206,PUCHERITE,ANDESINE,SILVER
28726.98,305.8698,OBSIDIAN,DIOPSIDE,SMITHSONITE
6539.99,63.3999,PERIDOT,PARASYMPLESITE,DIAMOND
28215.73,286.2573,PYROAURITE,CUBANITE,BERLINITE
3405.34,48.9534,PUCHERITE,SILICATES,COAL
1610.56,18.2056,SILICATES,SULFUR,PARASYMPLESITE
21271.56,240.0156,CARNOTITE,GAYLUSSITE,CHLORITE
14411.11,154.0111,ICE,HINSDALITE,SILICATES
26589.37,277.4937,SEMSEYITE,PERIDOT,CLINOPTILOLITE
9207.81,94.7781,PARAVAUXITE,BERLINITE,PYROMORPHITE
3352.42,36.6242,ARAGONITE,HUMITE,ROSE_QUARTZ
3076.17,35.9617,PYROMORPHITE,GIBBSITE,BORNITE
14131.25,142.6125,GMELINITE,ANDALUSITE,SUNSTONE
18626.73,190.3673,PERIDOT,ERIONITE,DATOLITE
15878.97,172.6897,NICKELINE,ROSE_QUARTZ,PYROMORPHITE
18254.63,193.9463,TAAFFEITE,COAL,SMITHSONITE
8641.19,99.5119,ARFVEDSONITE,ACANTHITE,STELLERITE
12514.18,124.1418,FLUORAPATITE,COAL,CARNOTITE
27087.4,275.474,NEPTUNITE,SEMSEYITE,HEULANDITE
1691.87,33.5187,OSUMILITE,ANTIMONY,CLEAVELANDITE
16597.78,180.0778,CUMMINGTONITE,BORNITE,SENARMONTITE
7546.66,82.7666,PERIDOT,NEPHELINE,CHRYSOBERYL
3852.01,37.3201,TREMOLITE,GIBBSITE,ALBITE
392.24,15.4224,CORDYLITE,MALACHITE,SEMSEYITE
21043.05,223.8305,HOWLITE,KUNZITE,SINHALITE
9870.22,108.3022,SYLVITE,PARAVAUXITE,ENSTATITE
31491.69,330.7169,DIAMOND,CACOXENITE,GIBBSITE
2199.64,34.8964,BIF,RUBY,TAAFFEITE
19100.09,198.5009,GEODES,CORDYLITE,TREMOLITE
162.29,6.8229,HINSDALITE,CLINOHEDRITE,SULFUR
21974.58,228.8458,BLODITE,SAINFELDITE,ALBITE
211.12,31.7112,SUNSTONE,ARTINITE,TALC
17566.31,183.2631,SILVER,MARCASITE,TAAFFEITE
11808.9,122.089,RUBY,MALACHITE,SILICATES
14447.73,154.7773,SCHORL,FLUORAPATITE,PYROAURITE
7866.96,95.5696,MARCASITE,ANTIMONY,ROSASITE
22357.69,230.4769,PARASYMPLESITE,BORAX,ALTAITE
8463.03,85.2303,ICE,CACOXENITE,CUBANITE
3904.57,51.0457,NICKELINE,DEMANTOID,STURMANITE
18498.62,193.2862,TALC,TELLURIUM,CHRYSOBERYL
13063.89,125.2389,DIOPSIDE,ROSASITE,BERLINITE
4348.21,67.5821,HINSDALITE,CHLORITE,KOVDORSKITE
8975.54,111.0554,GORMANITE,CUBANITE,BERLINITE
20564.47,219.5447,ARTINITE,ALBITE,CACOXENITE
15375.73,165.7573,TELLURIUM,ALBITE,FLUORAPATITE
872.99,10.9299,KOTTIGITE,CLEAVELANDITE,CORDYLITE
7290.33,85.5033,MELANOPHLOGITE,GIBBSITE,GAYLUSSITE
25449.2,278.592,GEODES,DIOPSIDE,CARNOTITE
13963.44,150.5344,MARCASITE,KUNZITE,GIBBSITE
9418.54,97.0854,HOPEITE,PUCHERITE,PERIDOT
12786.42,137.3642,ILVAITE,KUNZITE,SELENITE
1068.79,38.5879,ACANTHITE,GMELINITE,PERIDOT
22680.27,217.6027,ALBITE,ARAGONITE,PARASYMPLESITE
25044.3,249.543,PYROAURITE,MARCASITE,TELLURIUM
11125.05,108.8505,ENSTATITE,NEPTUNITE,CUBANITE
14837.92,160.4792,ANDALUSITE,NICKELINE,SILVER
14301.41,145.5141,TAAFFEITE,STELLERITE,KUNZITE
693.53,15.0353,ARSENIC,SILICATES,STELLERITE
4776.74,58.6674,PUCHERITE,ROSE_QUARTZ,HOPEITE
5388.33,59.8833,ANTIMONY,MELANOPHLOGITE,ALBITE
26502.18,266.1218,ICE,ANTIMONY,PARASYMPLESITE
9923.23,122.8323,KUNZITE,CLINOHEDRITE,GIBBSITE
6500.98,78.9098,ALMANDINE,DEMANTOID,BORNITE
22552.36,232.0236,THOMSONITE,MARCASITE,BARATOVITE
9760.9,101.209,ALTAITE,ICE,DATOLITE
15244.53,156.2453,SILVER,ARAGONITE,ENSTATITE
473.42,31.0342,PLATINUM,BARATOVITE,PARISITE
24914.72,265.0472,KOTTIGITE,KOVDORSKITE,STELLERITE
31071.45,325.6145,SCORODITE,OBSIDIAN,BORAX
39482.33,394.1233,GORMANITE,BORNITE,MELANOPHLOGITE
335.35,22.8535,CACOXENITE,CHRYSOBERYL,BORNITE
10756.18,106.6618,ROSE_QUARTZ,BARATOVITE,DATOLITE
8429.45,101.9945,SUNSTONE,PYROMORPHITE,SENARMONTITE
9148.63,100.6863,TELLURIUM,SULFUR,ANDALUSITE
4604.79,62.2479,BORNITE,TALC,ARFVEDSONITE
14210.66,153.2066,HEMATITE,CLINOPTILOLITE,SELENITE
533.64,29.7364,PARASYMPLESITE,MELANOPHLOGITE,OSUMILITE
1210.86,20.6086,TAAFFEITE,STURMANITE,BARATOVITE
26563.45,283.7345,SCHORL,CLINOHEDRITE,CUBANITE
1155.4,15.254,ANDESINE,SENARMONTITE,ARFVEDSONITE
6993.88,83.4388,RUBY,KUNZITE,CACOXENITE
21246.46,229.6646,CUBANITE,MARCASITE,SCHORL
16089.78,175.1978,SULFUR,HINSDALITE,CUBANITE
18653.64,215.3364,TREMOLITE,ALMANDINE,ARTINITE
16067.93,161.3793,RUBY,SCORODITE,ERIONITE
3056.6,32.566,PARISITE,PARAVAUXITE,CLINOHEDRITE
11923.14,121.1314,CACOXENITE,ANTIMONY,ILVAITE
22625.01,228.2501,ANDESINE,RHODIZITE,ROSE_QUARTZ
1171.69,30.0169,MELANOPHLOGITE,ARFVEDSONITE,ALTAITE
18668.76,190.7876,STELLERITE,GMELINITE,HINSDALITE
251.09,21.4109,ANDERSONITE,ARAGONITE,PARISITE
12127.41,120.0741,PLATINUM,BIF,ACANTHITE
28304.16,302.8416,NICKELINE,BROOKITE,KOTTIGITE
6587.93,57.9793,PHOSPHATES,FLUORAPATITE,ICE
7835.94,92.7594,TREMOLITE,BORAX,DATOLITE
14985.52,172.5552,BROOKITE,DEMANTOID,CLINOHEDRITE
6531.8,84.418,CLINOPTILOLITE,PHOSPHATES,MARCASITE
2564.28,59.9428,PARAVAUXITE,SYLVITE,HEMATITE
12463.04,140.2304,PARISITE,BIF,PYROMORPHITE
6273.85,66.9385,NICKELINE,ENSTATITE,ALBITE
9503.17,119.9317,HOWLITE,BORAX,DEMANTOID
12164.9,133.449,BOLEITE,KOVDORSKITE,KUNZITE
18804.01,209.3401,BROOKITE,SUNSTONE,SCORODITE
697.72,0.3772,ALMANDINE,SYLVITE,NEPTUNITE
27628.12,280.4812,OSUMILITE,TAAFFEITE,ICE
6771.83,80.5183,SELENITE,ANDERSONITE,ANTIMONY
1357.5,20.175,ALMANDINE,HUREAULITE,PLATINUM
14066.35,155.6635,ROSE_QUARTZ,ENSTATITE,BASALT
16292.89,164.6289,SYLVITE,TAAFFEITE,BERLINITE
5562.51,58.1251,TREMOLITE,SELENITE,HOPEITE
15969.73,158.2973,ACANTHITE,CHLORITE,OSUMILITE
20971.33,240.4133,RHODIZITE,NEPTUNITE,HUMITE
10198.59,124.2859,BORAX,RHODIZITE,DIOPSIDE
14477.45,182.3745,MARCASITE,ANDESINE,ACANTHITE
13724.26,155.7426,CHLORITE,ARSENIC,ROSE_QUARTZ
11991.8,145.318,SILICATES,TREMOLITE,CHLORITE
7885.27,96.1527,SAINFELDITE,GORMANITE,TALC
8836.99,99.2699,PYROAURITE,DESCLOIZITE,ANDERSONITE
10251.55,107.1155,OBSIDIAN,CHRYSOBERYL,ACANTHITE
7362.82,69.9282,STURMANITE,BASALT,DIOPSIDE
9703.29,98.6329,ALTAITE,TAAFFEITE,HEMATITE
17985.13,197.7513,PYROAURITE,SCHORL,HOWLITE
7531.57,91.5157,PHLOGOPITE,ARFVEDSONITE,ACANTHITE
25909.3,274.593,RHODIZITE,ARSENIC,TALC
5143.73,51.5373,ROSASITE,KOVDORSKITE,DEMANTOID
37438.27,384.3827,SCORODITE,ARAGONITE,ALBITE
15454.2,158.342,ERIONITE,GEODES,CHLORITE
12443.57,135.8357,STURMANITE,BORNITE,HUREAULITE
1968.87,29.5887,ALTAITE,PERIDOT,HOPEITE
5206.4,63.264,HUMITE,DIAMOND,ALTAITE
15608.9,171.989,ROSE_QUARTZ,SENARMONTITE,PHLOGOPITE
10551,115.11,ALTAITE,PARISITE,GORMANITE
2099.06,26.3906,ILVAITE,SULFUR,OSUMILITE
2137.99,15.9799,STELLERITE,BOLEITE,SEMSEYITE
21160.35,224.5035,SILVER,OBSIDIAN,HUMITE
775.89,23.4589,SULFUR,DESCLOIZITE,BERLINITE
10581.9,121.419,SILICATES,TAAFFEITE,PERIDOT
12870.49,143.2049,BASALT,ENSTATITE,BARATOVITE
20699.36,235.2936,FLUORAPATITE,CUBANITE,STURMANITE
12534.86,134.7486,ERIONITE,KOVDORSKITE,TREMOLITE
11610.52,113.6052,OBSIDIAN,CHRYSOBERYL,ENSTATITE
6641.57,66.8157,HUREAULITE,ARTINITE,CACOXENITE
12432.15,138.5215,KOTTIGITE,DIOPSIDE,DIAMOND
9828.33,103.8833,SENARMONTITE,SUNSTONE,BARATOVITE
9393.19,96.0319,ILVAITE,ALMANDINE,HOWLITE
43096.16,439.5616,SYLVITE,BASALT,NEPTUNITE
8431.45,98.5145,MALACHITE,CORDYLITE,OBSIDIAN
6889.83,65.7983,BIF,PHOSPHATES,SENARMONTITE
14148.63,150.0863,CHLORITE,NICKELINE,CLINOPTILOLITE
13447.43,133.3743,SINHALITE,ILVAITE,CHLORITE
16118.99,156.9899,BROOKITE,CLINOPTILOLITE,RUBY
26964.24,253.9424,OSUMILITE,GAYLUSSITE,HOPEITE
13540.45,151.9045,MALACHITE,PERIDOT,NEPHELINE
14255.06,144.2506,SEMSEYITE,ACANTHITE,SELENITE
4314.29,60.5429,ALBITE,DIAMOND,TREMOLITE
805.5,36.655,STURMANITE,PARASYMPLESITE,PUCHERITE
16173.81,175.3381,ARSENIC,THOMSONITE,BORNITE
11978.43,124.2843,SILICATES,SAINFELDITE,CUMMINGTONITE
8516.08,100.7608,HUREAULITE,SCORODITE,TREMOLITE
4299.1,47.391,BROOKITE,CHLORITE,COAL
10641.33,98.6133,SILICATES,NICKELINE,ACANTHITE
7059.49,90.9949,NICKELINE,KUNZITE,PUCHERITE
5966.06,66.6606,DIOPSIDE,CUMMINGTONITE,SENARMONTITE
12640.83,137.3083,SUNSTONE,SILICATES,ANDESINE
20777.6,203.776,STELLERITE,CUMMINGTONITE,BORAX
18646.24,187.4624,CUMMINGTONITE,CARNOTITE,ILVAITE
2687.45,31.7745,SCHORL,BORNITE,ILVAITE
16241.53,175.9153,BIF,BASALT,ILVAITE
17523.85,182.2385,GAYLUSSITE,OSUMILITE,CARNOTITE
16371.41,162.4141,CHRYSOBERYL,TAAFFEITE,SCHORL
17599.21,189.1921,ARFVEDSONITE,PERIDOT,ANDERSONITE
9339.01,104.3901,STURMANITE,BASALT,ALMANDINE
3646.47,59.9647,SCORODITE,ROSE_QUARTZ,CLEAVELANDITE
19284.79,204.4479,BROOKITE,ERIONITE,HOWLITE
14976.8,181.568,RHODIZITE,TREMOLITE,ANTIMONY
13200.41,140.3041,ANDERSONITE,ROSASITE,ANTIMONY
1379.08,22.7908,CUMMINGTONITE,SILICATES,STURMANITE
6352.33,67.5233,SELENITE,PHLOGOPITE,GEODES
11799.99,134.0999,SINHALITE,SILICATES,NEPTUNITE
17733.57,190.3357,PHLOGOPITE,CACOXENITE,PLATINUM
19889,208.49,HOWLITE,ANDESINE,ARTINITE
15520.66,161.6066,ANDERSONITE,TAAFFEITE,HOWLITE
12968.37,143.2837,SILICATES,HOPEITE,COAL
492.24,9.6224,CUMMINGTONITE,BARATOVITE,ANDESINE
14014.64,136.8464,SILVER,HEULANDITE,ILVAITE
5892.76,77.7276,FLUORAPATITE,CLINOHEDRITE,ARSENIC
26350.12,275.1012,HEMATITE,ALBITE,DIOPSIDE
14592.21,145.8221,DATOLITE,HINSDALITE,ROSASITE
3908.18,57.4818,NEPHELINE,CUBANITE,BORNITE
1360.34,38.3034,BARATOVITE,ANDERSONITE,BOLEITE
37890.15,387.0015,CLINOPTILOLITE,ARAGONITE,ANTIMONY
19130.14,205.4014,SENARMONTITE,HINSDALITE,TALC
19252.5,212.125,PARAVAUXITE,BORAX,BORNITE
14944.34,145.0434,HINSDALITE,DIAMOND,ROSASITE
27179.57,279.5957,GORMANITE,THOMSONITE,ALBITE
4313.28,53.2328,HUMITE,GEODES,GORMANITE
17322.95,176.4295,CARNOTITE,NEPHELINE,GORMANITE
19720.03,198.0003,TREMOLITE,TELLURIUM,ILVAITE
8011.47,88.0147,OBSIDIAN,BORAX,CLINOPTILOLITE
9522.72,116.3272,PLATINUM,PHOSPHATES,RUBY
3774.55,48.1455,PHLOGOPITE,GIBBSITE,BERLINITE
5035.27,62.3527,MARCASITE,BOURNONITE,TALC
6804.1,81.341,TALC,ANDESINE,CLEAVELANDITE
19280.95,193.3095,SUNSTONE,PYROAURITE,CLEAVELANDITE
7086.88,73.7688,ROSE_QUARTZ,PHOSPHATES,GORMANITE
1406.72,27.6672,TELLURIUM,SINHALITE,SULFUR
1561.99,34.8199,ALMANDINE,HEULANDITE,BASALT
17564.06,188.1406,PARISITE,ARSENIC,THOMSONITE
4203.44,58.7344,HEMATITE,CHRYSOBERYL,HOWLITE
42202.39,444.5239,CACOXENITE,SINHALITE,NEPTUNITE
14228.67,140.1867,CACOXENITE,GEODES,DEMANTOID
5431.52,65.0152,ICE,ARFVEDSONITE,SMITHSONITE
1050.3,17.403,ANDERSONITE,BORAX,HEULANDITE
17191.41,186.8141,BROOKITE,CUMMINGTONITE,SYLVITE
13303.05,150.0305,RUBY,SELENITE,BOLEITE
30574.76,321.0476,PHLOGOPITE,RUBY,ANDERSONITE
14730.45,150.9045,ANDERSONITE,GEODES,HUREAULITE
11009.04,118.4904,PHOSPHATES,ICE,CHRYSOBERYL
6325.48,71.2548,KUNZITE,OSUMILITE,SILICATES
16705.84,163.2584,SINHALITE,ERIONITE,ANDALUSITE
14956.24,154.4624,BLODITE,OSUMILITE,NEPHELINE
12457.53,129.2753,CHLORITE,STELLERITE,KOTTIGITE
2634.76,48.2476,ANDESINE,HEMATITE,PHOSPHATES
6841.05,88.1105,GEODES,SILICATES,BERLINITE
13138.62,144.3862,BOLEITE,CUMMINGTONITE,HUMITE
19280.15,209.2015,KOTTIGITE,BROOKITE,ARFVEDSONITE
5437.65,74.2765,PERIDOT,NICKELINE,BARATOVITE
10343.35,106.5335,TAAFFEITE,ARFVEDSONITE,PARASYMPLESITE
263.65,17.5365,GORMANITE,NICKELINE,BORNITE
16115.5,178.155,TREMOLITE,ROSASITE,PERIDOT
5846.76,75.3676,ANDESINE,HUREAULITE,CLINOHEDRITE
23816.93,240.0693,SENARMONTITE,SEMSEYITE,ALTAITE
11061.69,123.7169,PARISITE,STELLERITE,GEODES
4092.42,35.6242,DIAMOND,THOMSONITE,ANDERSONITE
376.28,23.0628,RHODIZITE,HINSDALITE,PHLOGOPITE
9696.21,103.7621,BROOKITE,SINHALITE,COAL
6530.62,83.6062,BOURNONITE,ILVAITE,DIAMOND
1805.94,37.1594,TAAFFEITE,ARTINITE,OBSIDIAN
17930.22,188.2022,PLATINUM,BROOKITE,ANDERSONITE
19476.64,225.4664,HEULANDITE,OBSIDIAN,STELLERITE
24880.98,246.6098,HOWLITE,HUMITE,BORAX
5057.77,54.1777,CUMMINGTONITE,CACOXENITE,ILVAITE
5858.08,71.1808,PARASYMPLESITE,THOMSONITE,STELLERITE
2867.28,43.3728,CLINOPTILOLITE,CUMMINGTONITE,ICE
7519.78,80.1978,HEULANDITE,PLATINUM,MARCASITE
2911.67,31.7167,ANTIMONY,CLEAVELANDITE,GEODES
900.51,14.5051,DIOPSIDE,BERLINITE,OSUMILITE
36306.71,362.1671,HOPEITE,GEODES,SELENITE
13229.93,128.4993,BOURNONITE,MARCASITE,ENSTATITE
4894.09,39.5409,SYLVITE,TAAFFEITE,PYROAURITE
1135.56,8.2556,HEMATITE,ARTINITE,KUNZITE
13128.37,137.1837,ALTAITE,TAAFFEITE,BORNITE
6662.69,59.7269,CLINOHEDRITE,GAYLUSSITE,CUMMINGTONITE
5340.6,53.406,ALMANDINE,HOPEITE,TALC
2995.92,43.2592,ENSTATITE,HEMATITE,MALACHITE
10238.02,111.0802,RUBY,ARTINITE,PARASYMPLESITE
3558.28,46.5828,CLINOPTILOLITE,STELLERITE,DEMANTOID
7969.07,84.8907,ARFVEDSONITE,ALBITE,OSUMILITE
1480.22,22.1022,BLODITE,OSUMILITE,BROOKITE
11758.54,118.2854,ICE,ALBITE,PARASYMPLESITE
2271.41,44.6141,HEMATITE,SYLVITE,GORMANITE
20243.99,203.9399,TELLURIUM,HEULANDITE,HUMITE
12254.33,122.0433,SINHALITE,SENARMONTITE,TALC
17726.96,195.6696,SULFUR,ANDESINE,ARAGONITE
20472.2,212.422,PYROMORPHITE,CLEAVELANDITE,CLINOHEDRITE
27424.47,280.7447,ARFVEDSONITE,ANDERSONITE,SENARMONTITE
20386.4,225.964,ALBITE,DATOLITE,PARAVAUXITE
59.52,16.4952,SCHORL,CACOXENITE,ARTINITE
23121.1,239.911,SILVER,DATOLITE,CARNOTITE
18717.24,197.9724,HOWLITE,BARATOVITE,MALACHITE
16651.5,179.915,DIAMOND,BORAX,ALBITE
4840.44,68.2044,CUBANITE,BROOKITE,GAYLUSSITE
4057.63,49.8763,ANDESINE,OBSIDIAN,THOMSONITE
6016.79,67.8679,ARSENIC,HUMITE,ROSASITE
325.34,13.9534,ARSENIC,SCORODITE,CACOXENITE
22451.96,233.1196,COAL,SILVER,BORAX
32565.48,331.8548,MALACHITE,DESCLOIZITE,ERIONITE
